soc_code,occupation_title,aioe_score,ilo_score,gpts_are_gpts_score,gpts_are_gpts_human_score,composite_exposure_score,impact_pattern,job_zone,anthropic_1p_automation_share,anthropic_1p_augmentation_share,employment_growth_rate,skill__active_learning,skill__active_listening,skill__critical_thinking,skill__learning_strategies,skill__mathematics,skill__monitoring,skill__reading_comprehension,skill__science,skill__speaking,skill__writing,ilo_task_mean,ilo_task_std,tot_emp_2023,tot_emp_2024,tot_emp_2025
49-9043,"Maintenance Workers, Machinery",-0.9735492,0.17,0.1428571428571428,0.1142857142857142,-0.9052515493477191,Augmentation,3.0,,,0.016914157566609633,2.75,3.0,3.0,2.12,2.0,2.75,3.0,1.75,2.88,2.38,0.17,0.04,58040.0,56540.0,60020.0
49-9044,Millwrights,-1.266085,0.17,0.0217391304347826,0.0434782608695652,-1.1860134839403245,Augmentation,2.0,94.77,5.23,0.03115200282966324,2.75,3.12,3.62,2.88,2.62,3.12,3.0,1.75,3.0,2.75,0.17,0.04,37930.0,40660.0,40330.0
49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.237463,0.13,0.0,0.0,-1.308699812588437,Augmentation,2.0,,,0.41421356237309515,2.38,3.0,2.88,2.25,2.0,2.75,2.88,1.0,2.75,2.5,0.13,0.025,540.0,1100.0,1080.0
49-9051,Electrical Power-Line Installers and Repairers,-1.081398,0.15,0.0,0.0,-1.207010161142832,Augmentation,2.0,97.70500000000001,2.295,0.04436815099721514,3.0,3.38,3.12,2.75,2.0,3.25,3.0,1.75,2.88,2.5,0.15,0.08,120170.0,123680.0,131070.0
49-9052,Telecommunications Line Installers and Repairers,-1.083883,0.24,0.03125,0.03125,-0.9370517135055992,Transformation,2.0,,,-0.006234695949230318,2.62,3.0,3.12,2.0,2.12,3.12,3.0,1.38,3.12,2.5,0.24,0.14,98950.0,98360.0,97720.0
49-9061,Camera and Photographic Equipment Repairers,0.0546422,0.21,0.24,0.04,-0.3162092145424357,Augmentation,3.0,97.795,2.205,-0.19401842501667677,3.0,3.12,3.5,2.62,2.38,2.88,3.12,2.12,3.0,2.62,0.21,0.08,2540.0,2010.0,1650.0
49-9062,Medical Equipment Repairers,-0.2768838,0.21,0.303030303030303,0.2727272727272727,-0.3313538402852267,Augmentation,3.0,98.5,1.5,0.012269450785604263,3.0,3.0,3.12,2.62,2.88,2.88,3.12,2.12,2.88,2.75,0.21,0.08,64400.0,60830.0,65990.0
49-9063,Musical Instrument Repairers and Tuners,-0.5306271,0.14,0.0196078431372549,0.0,-1.0185874378815207,Augmentation,3.0,,,-0.06621142537136959,2.75,3.0,3.62,2.38,2.0,2.88,3.0,1.62,3.0,2.75,0.14,0.02,6170.0,5730.0,5380.0
49-9064,Watch Repairers,-0.2123996,0.21,0.1999999999999999,0.1666666666666666,-0.465742635518874,Augmentation,3.0,,,-0.16524943208267429,2.25,3.0,3.12,2.0,2.0,2.62,2.88,1.75,3.0,2.25,0.21,0.08,1880.0,1300.0,1310.0
49-9069,"Precision Instrument and Equipment Repairers, All Other",,0.21,,,-0.6142441993327331,Augmentation,,,,-0.046076020652762395,,,,,,,,,,,0.21,0.08,10330.0,9680.0,9400.0
49-9071,"Maintenance and Repair Workers, General",-1.014408,0.11,0.1372549019607843,0.0784313725490196,-1.0763512222718892,Augmentation,3.0,95.15,4.8500000000000005,0.008792797304493005,3.12,3.0,3.25,2.25,2.38,3.12,3.0,1.88,3.0,2.88,0.11,0.03,1503150.0,1531700.0,1529700.0
49-9081,Wind Turbine Service Technicians,-0.9709935,0.17,0.0434782608695652,0.0434782608695652,-1.0547586246719978,Augmentation,3.0,,,0.009141886425677814,3.12,3.12,3.5,3.0,2.12,3.25,3.25,2.0,3.12,2.88,0.17,0.04,9800.0,11220.0,9980.0
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",-0.7233995,0.38,0.3214285714285714,0.1964285714285714,-0.030178192437343515,Transformation,2.0,98.58500000000001,1.415,-0.14467611551622084,2.62,2.88,2.88,1.88,2.0,2.88,2.88,1.62,2.88,2.62,0.38,0.21,36100.0,28260.0,26410.0
49-9092,Commercial Divers,-1.102728,0.16,0.0666666666666666,0.0888888888888888,-1.0884203561673427,Transformation,3.0,96.55,3.45,0.1120068074364231,3.0,3.62,3.62,2.88,2.0,3.0,3.12,2.5,3.5,3.0,0.16,0.09,2790.0,3430.0,3450.0
49-9093,"Fabric Menders, Except Garment",-1.372839,,,,-1.372838994305991,,,,,,,,,,,,,,,,,,,,
49-9094,Locksmiths and Safe Repairers,-0.8657498,0.2,0.08,0.08,-0.8899184907744117,Transformation,2.0,,,0.008416239977003581,2.62,3.12,3.38,2.38,2.62,2.62,3.0,1.0,3.12,2.75,0.2,0.1,14790.0,15550.0,15040.0
49-9095,Manufactured Building and Mobile Home Installers,-1.414062,0.09,0.0769230769230769,0.1153846153846153,-1.3505184855026282,Augmentation,2.0,100.0,0.0,0.018725030263428533,3.38,3.38,3.75,3.38,2.62,3.5,3.12,1.62,3.38,2.62,0.09,0.01,2910.0,2610.0,3020.0
49-9096,Riggers,-1.221519,0.13,0.0,0.037037037037037,-1.3033851459173045,Augmentation,2.0,,,-0.028474092458734668,2.62,3.12,3.12,1.62,1.62,3.12,3.12,1.38,3.0,2.38,0.13,0.03,23870.0,24190.0,22530.0
49-9097,Signal and Track Switch Repairers,-0.858221,0.17,0.0769230769230769,0.0384615384615384,-0.9665662130727054,Augmentation,3.0,,,-0.026436398093826807,2.88,3.0,3.75,2.62,2.5,2.88,2.88,1.75,2.88,2.88,0.17,0.05,9200.0,8210.0,8720.0
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",-1.346555,0.11,0.0333333333333333,0.0,-1.3442988910472937,Augmentation,2.0,,,-0.03145961976181477,2.62,3.12,3.12,2.5,2.0,3.12,2.62,1.12,3.0,2.12,0.11,0.03,101890.0,97540.0,95580.0
49-9099,"Installation, Maintenance, and Repair Workers, All Other",-0.5900791,0.11499999999999999,0.2096774193548387,0.3064516129032258,-0.8129169182751873,Augmentation,2.0,97.68,2.3200000000000003,0.0012502135927325853,3.12,3.0,3.25,2.12,2.75,3.75,3.25,2.12,3.0,3.0,0.11499999999999999,0.025,175860.0,183690.0,176300.0
51-1011,First-Line Supervisors/Managers of Production and Operating Workers,-0.0845282,0.3,0.4,0.225,0.10298453366701231,Transformation,3.0,86.78,13.219999999999999,0.001689674472791891,3.12,3.88,3.75,3.12,2.38,3.75,3.5,1.5,3.88,3.12,0.3,0.11,671160.0,685140.0,673430.0
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",-0.8684706,0.27,0.025,0.025,-0.8002017729416405,Transformation,2.0,,,0.06828262922979467,2.88,3.12,3.12,2.62,2.5,3.12,3.0,1.75,3.0,2.75,0.27,0.17,29810.0,32890.0,34020.0
51-2021,"Coil Winders, Tapers, and Finishers",-0.8289722,0.28,0.2222222222222222,0.1388888888888889,-0.4638069515803234,Transformation,2.0,96.38,3.62,0.03874520294375139,2.25,3.0,2.88,2.0,1.75,3.12,2.88,1.0,2.88,2.12,0.28,0.19,11900.0,12170.0,12840.0
51-2022,Electrical and Electronic Equipment Assemblers,-0.6248807,0.28,0.0961538461538461,0.0576923076923076,-0.5865162894788392,Transformation,2.0,75.59,24.409999999999997,,2.62,2.88,3.0,2.0,2.0,2.88,3.12,1.62,2.62,2.38,0.28,0.19,,,
51-2023,Electromechanical Equipment Assemblers,-0.4977276,0.28,0.0454545454545454,0.0,-0.6208393152363926,Transformation,2.0,,,,2.38,2.88,3.0,1.88,2.0,2.88,3.0,2.0,3.0,2.5,0.28,0.19,,,
51-2028,,,,,,,,,,,-0.03903201533863676,,,,,,,,,,,,,267440.0,261140.0,246970.0
51-2031,Engine and Other Machine Assemblers,-0.9561453,0.27,0.0952380952380952,0.0,-0.7231573346766046,Transformation,2.0,,,-0.15802369188942356,2.38,3.0,3.0,2.0,2.0,3.0,3.12,1.88,3.0,2.25,0.27,0.17,47960.0,38420.0,34000.0
51-2041,Structural Metal Fabricators and Fitters,-1.076307,0.11,0.0227272727272727,0.0227272727272727,-1.270263058129865,Augmentation,2.0,,,-0.04830380215049146,2.25,3.0,3.0,1.75,2.12,2.88,3.0,1.75,3.0,2.25,0.11,0.02,57810.0,53380.0,52360.0
51-2051,Fiberglass Laminators and Fabricators,,0.17,0.0208333333333333,0.0833333333333333,-1.1480334179181129,Augmentation,2.0,,,-0.10925597032681167,2.88,3.0,2.88,2.62,2.38,3.12,3.0,1.75,3.0,2.88,0.17,0.05,20380.0,18520.0,16170.0
51-2061,Timing Device Assemblers and Adjusters,,0.28,0.06,0.0,-0.6493845464865374,Transformation,2.0,,,-0.20943058495790512,2.12,2.88,2.88,2.12,2.0,2.88,2.75,2.0,2.75,2.5,0.28,0.19,400.0,230.0,250.0
51-2090,,,,,,,,,,,-0.028697246201843107,,,,,,,,,,,,,1489280.0,1457800.0,1405030.0
51-2091,Fiberglass Laminators and Fabricators,-1.216496,,,,-1.216495994174623,,,,,,,,,,,,,,,,,,,,
51-2092,Team Assemblers,-0.8305441,0.32,0.2352941176470588,0.088235294117647,-0.3452173384605359,Transformation,2.0,81.49,18.51,,2.25,3.12,3.0,2.38,2.0,3.12,3.0,1.0,3.0,2.75,0.32,0.17,,,
51-2093,"Timing Device Assemblers, Adjusters, and Calibrators",-0.2552991,,,,-0.25529909336697143,,,,,,,,,,,,,,,,,,,,
51-2099,"Assemblers and Fabricators, All Other",,0.32,,,0.2052775487985062,Transformation,,,,,,,,,,,,,,,0.32,0.17,,,
51-3011,Bakers,-0.3852989,0.17,0.2647058823529412,0.1176470588235294,-0.5248125339713693,Augmentation,2.0,95.15,4.85,0.03562304814649875,2.62,3.0,2.88,2.0,2.12,2.88,2.88,1.62,2.88,2.0,0.17,0.08,220230.0,231890.0,236200.0
51-3021,Butchers and Meat Cutters,-0.9709924,0.13,0.131578947368421,0.0263157894736842,-1.0207990174426065,Augmentation,2.0,,,0.00036668990268395873,2.5,3.12,3.0,2.25,2.38,3.0,3.0,1.25,3.0,2.25,0.13,0.03,136330.0,140040.0,136430.0
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",-1.10563,0.13,0.0,0.0,-1.264755479218179,Augmentation,2.0,,,0.026404827115057206,2.38,3.12,3.0,2.25,2.25,3.0,2.38,1.0,3.0,2.12,0.13,0.03,138300.0,141090.0,145700.0
51-3023,Slaughterers and Meat Packers,-1.834668,0.13,0.0,0.0,-1.5077681460890384,Augmentation,2.0,,,-0.009581734292962163,2.0,2.62,2.38,2.0,1.75,2.25,1.88,1.0,2.75,1.75,0.13,0.03,71310.0,67500.0,69950.0
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.758859,0.14,0.0666666666666666,0.0666666666666666,-1.0234653408062566,Augmentation,2.0,94.07,5.93,0.020234726065428976,2.5,3.12,3.12,2.5,1.5,3.5,3.12,1.75,3.0,2.88,0.14,0.03,19570.0,19500.0,20370.0
51-3092,Food Batchmakers,-0.3791114,0.185,0.1153846153846153,0.1538461538461538,-0.7114202094175647,Augmentation,2.0,96.78999999999999,3.21,0.01562938314875706,2.75,3.0,3.12,2.12,2.75,2.88,3.12,2.0,3.0,2.88,0.185,0.1,169190.0,171660.0,174520.0
51-3093,Food Cooking Machine Operators and Tenders,-0.5559894,0.15,0.1290322580645161,0.032258064516129,-0.8366498075495108,Augmentation,2.0,,,0.025244755138064567,2.62,3.0,3.0,2.12,2.0,3.12,3.12,1.88,2.62,2.75,0.15,0.035,29730.0,27660.0,31250.0
51-3099,"Food Processing Workers, All Other",,0.15,,,-1.0612560619497726,Augmentation,,,,0.008018500565934783,,,,,,,,,,,0.15,0.035,63970.0,57920.0,65000.0
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",-0.6737444,,,,-0.6737443937185726,,,,,,,,,,,,,,,,,,,,
51-4012,Numerical Tool and Process Control Programmers,-0.0241824,,,,-0.024182393172774184,,,,,,,,,,,,,,,,,,,,
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.234352,0.20333333333333334,0.0208333333333333,0.0833333333333333,-1.094026302116573,Augmentation,2.0,,,-0.020165449873828845,2.62,2.88,3.0,2.12,2.25,3.25,2.75,1.38,3.0,2.25,0.20333333333333334,0.06666666666666667,63370.0,65700.0,60840.0
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8046677,0.17333333333333334,0.0416666666666666,0.0416666666666666,-0.9937796126572366,Augmentation,2.0,,,-0.013172913313310608,2.0,2.88,2.88,1.88,2.12,3.12,2.88,1.25,2.88,2.38,0.17333333333333334,0.05000000000000001,9170.0,8760.0,8930.0
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.08921,0.20333333333333334,0.1764705882352941,0.0735294117647058,-0.8101684625791253,Augmentation,2.0,,,0.010050503787815579,3.0,3.12,3.12,2.88,2.38,3.5,3.0,1.38,3.25,2.62,0.20333333333333334,0.06666666666666667,24750.0,22350.0,25250.0
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",-1.036569,0.175,0.01,0.02,-1.1148523083191655,Augmentation,2.0,100.0,0.0,-0.022658077945006738,2.75,3.0,3.0,2.0,2.0,3.0,2.75,1.5,3.0,2.5,0.175,0.05,179230.0,174430.0,171200.0
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.7598132,0.175,0.0303030303030303,0.0,-0.9918821501577351,Augmentation,2.0,,,-0.09704318461348238,2.75,3.0,3.0,2.12,2.5,3.12,3.12,1.75,3.0,2.25,0.175,0.05,5740.0,5310.0,4680.0
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.9901662,0.175,0.064516129032258,0.064516129032258,-1.0169025034751653,Augmentation,2.0,,,-0.056470910232875204,2.5,2.75,2.88,2.0,2.38,2.88,3.0,1.5,2.75,2.25,0.175,0.05,75260.0,70110.0,67000.0
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-1.06734,0.175,0.1612903225806451,0.032258064516129,-0.8962089884121588,Augmentation,2.0,,,-0.0757194806079664,2.0,3.0,2.62,2.0,2.12,3.0,3.0,1.75,2.75,2.25,0.175,0.05,19560.0,18970.0,16710.0
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8703219,0.175,0.2413793103448275,0.0689655172413793,-0.709362675873152,Augmentation,2.0,,,-0.056264778292172246,2.62,3.0,3.12,2.12,2.62,3.12,2.88,1.38,2.88,2.62,0.175,0.05,13990.0,13810.0,12460.0
51-4041,Machinists,-0.8675535,0.18,0.2346938775510204,0.1326530612244897,-0.7061378538599096,Augmentation,3.0,69.08,30.92,-0.006331962117035017,2.75,3.0,3.12,2.12,2.88,3.12,2.88,1.5,3.0,2.5,0.18,0.05,290720.0,298790.0,287050.0
51-4051,Metal-Refining Furnace Operators and Tenders,-1.167465,0.28500000000000003,0.1041666666666666,0.0416666666666666,-0.7428374319950173,Transformation,2.0,,,-0.10332563539065076,2.88,3.0,3.0,2.25,2.5,3.62,3.0,2.0,3.0,2.75,0.28500000000000003,0.115,20870.0,20330.0,16780.0
51-4052,"Pourers and Casters, Metal",-1.00914,0.26,0.0,0.0,-0.9097502450788473,Transformation,2.0,,,-0.08612646653662459,2.25,3.0,3.0,2.25,2.0,3.0,2.75,1.88,2.75,2.0,0.26,0.1,5460.0,5830.0,4560.0
51-4061,"Model Makers, Metal and Plastic",-0.7421977,0.2,0.1612903225806451,0.0967741935483871,-0.7257432407353912,Transformation,3.0,,,-0.041347777081259696,2.5,2.75,3.25,2.0,2.62,3.12,2.88,1.62,2.62,2.38,0.2,0.1,2840.0,3230.0,2610.0
51-4062,"Patternmakers, Metal and Plastic",-0.6131331,0.2,0.1521739130434782,0.1304347826086956,-0.6965147182072137,Transformation,3.0,,,-0.17312580749393436,2.62,3.0,3.12,2.0,2.25,3.0,3.12,1.62,3.0,2.12,0.2,0.1,2150.0,1570.0,1470.0
51-4071,Foundry Mold and Coremakers,-1.740349,0.13,0.0,0.0,-1.4763284793959546,Augmentation,2.0,,,0.0419877829889046,2.38,2.88,2.88,2.0,2.0,3.0,2.25,1.25,2.62,2.0,0.13,0.01,11780.0,12720.0,12790.0
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",-1.146139,0.15000000000000002,0.0813953488372093,0.0348837209302325,-1.1054403744425043,Augmentation,2.0,95.83,4.17,-0.02713245801608888,2.88,3.25,3.0,2.25,2.25,3.12,3.12,1.12,3.0,2.62,0.15000000000000002,0.030000000000000002,158980.0,154820.0,150470.0
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.74266,0.18,0.1025641025641025,0.141025641025641,-0.8644173440263724,Augmentation,2.0,,,-0.012599920511873197,2.88,3.0,3.0,2.38,2.25,3.12,3.0,1.25,3.0,2.75,0.18,0.05,127790.0,129850.0,124590.0
51-4111,Tool and Die Makers,-0.5317897,0.2,0.1875,0.109375,-0.6159523345077073,Transformation,3.0,,,-0.010545717862497361,3.0,3.0,3.12,2.12,2.75,3.12,2.88,1.75,2.88,2.25,0.2,0.1,58150.0,55130.0,56930.0
51-4121,"Welders, Cutters, Solderers, and Brazers",-1.197596,0.13,0.088235294117647,0.0392156862745098,-1.1619119429412923,Augmentation,2.0,,,-0.006566027942816466,2.25,2.62,2.88,2.0,2.12,3.0,2.5,1.62,2.62,1.75,0.13,0.05,421730.0,424040.0,416210.0
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",-1.002411,0.13,0.0681818181818181,0.0568181818181818,-1.1271909284099524,Augmentation,2.0,,,-0.021738398921144153,2.62,3.0,3.0,2.0,2.12,3.0,3.0,1.75,3.0,2.25,0.13,0.05,33020.0,36290.0,31600.0
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",-1.092486,0.21500000000000002,0.1764705882352941,0.0588235294117647,-0.782287471484494,Augmentation,2.0,,,-0.032294027352146704,2.75,3.12,3.0,2.62,2.88,3.12,2.88,2.0,3.12,2.88,0.21500000000000002,0.07500000000000001,14950.0,14590.0,14000.0
51-4192,"Lay-Out Workers, Metal and Plastic",-0.7221353,0.20500000000000002,0.1304347826086956,0.1521739130434782,-0.7533228145729463,Transformation,2.0,,,-0.05321787279417001,2.75,2.88,3.0,2.12,3.12,3.0,3.0,1.25,2.88,2.5,0.20500000000000002,0.095,6660.0,5610.0,5970.0
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8999876,0.185,0.1041666666666666,0.0416666666666666,-0.9020182222629005,Augmentation,2.0,,,0.006857935719484454,2.12,3.12,3.0,2.25,2.0,3.12,3.12,2.0,3.0,2.75,0.185,0.045,31970.0,31510.0,32410.0
51-4194,"Tool Grinders, Filers, and Sharpeners",-0.8809238,0.17,0.0333333333333333,0.0,-1.0400845367111973,Augmentation,2.0,,,-0.08302625945949749,2.5,2.88,3.0,2.12,2.75,3.12,2.75,1.38,2.88,2.38,0.17,0.05,6660.0,5730.0,5600.0
51-4199,"Metal Workers and Plastic Workers, All Other",,0.17333333333333334,,,-0.8874181153764794,Augmentation,,,,-0.11650713271751423,,,,,,,,,,,0.17333333333333334,0.05000000000000001,20370.0,20270.0,15900.0
51-5111,Prepress Technicians and Workers,0.4107973,0.38,0.4375,0.109375,0.5235019923419432,Transformation,3.0,96.64,3.3600000000000003,0.005284890413880028,2.88,3.12,3.12,2.38,2.0,3.12,3.0,1.62,3.12,2.88,0.38,0.22,23590.0,23070.0,23840.0
51-5112,Printing Press Operators,-0.7093881,0.25,0.2875,0.125,-0.39968312046527443,Transformation,2.0,97.565,2.435,-0.024025827184970594,2.88,3.12,3.12,2.12,2.12,3.25,3.12,1.0,3.12,2.38,0.25,0.11,151450.0,145110.0,144260.0
51-5113,Print Binding and Finishing Workers,-0.9062089,0.22,0.0897435897435897,0.0641025641025641,-0.8389949462582366,Transformation,2.0,,,-0.07620615842689493,2.5,2.88,3.25,2.5,2.12,3.12,3.12,1.12,3.0,2.75,0.22,0.09,38880.0,36470.0,33180.0
51-6011,Laundry and Dry-Cleaning Workers,-1.054399,0.16,0.05,0.05,-1.0975271426406021,Augmentation,2.0,,,0.03464316867531014,2.25,2.88,2.75,1.88,1.62,2.88,2.5,1.0,2.62,2.0,0.16,0.03,185000.0,195360.0,198040.0
51-6021,"Pressers, Textile, Garment, and Related Materials",-1.950063,0.14,0.0104166666666666,0.0208333333333333,-1.5056388705328319,Augmentation,2.0,,,-0.046006011750218234,2.12,2.0,2.5,1.75,1.62,2.38,2.0,1.0,2.12,1.75,0.14,0.03,28700.0,26830.0,26120.0
51-6031,Sewing Machine Operators,-0.9639661,0.15,0.0813953488372093,0.0232558139534883,-1.0447160743914805,Augmentation,2.0,,,-0.04967068482291925,2.12,2.75,2.75,2.12,2.0,3.12,2.62,1.0,2.12,2.0,0.15,0.03,116130.0,109590.0,104880.0
51-6041,Shoe and Leather Workers and Repairers,-0.990912,0.14,0.0588235294117647,0.0588235294117647,-1.1126829070611157,Augmentation,2.0,97.255,2.745,0.015100373863580208,2.38,3.0,3.0,1.62,1.88,3.0,2.88,1.0,3.0,2.12,0.14,0.03666666666666667,7230.0,7640.0,7450.0
51-6042,Shoe Machine Operators and Tenders,-1.029855,0.16,0.0869565217391304,0.0217391304347826,-1.0334310653514123,Augmentation,2.0,,,-0.15832112647761598,2.12,3.0,3.0,2.12,2.0,3.0,3.12,1.12,2.75,2.12,0.16,0.02,4630.0,3270.0,3280.0
51-6051,"Sewers, Hand",-0.5987218,0.12,0.0416666666666666,0.0416666666666666,-1.0575789385601584,Augmentation,2.0,,,-0.19624773772321846,2.38,2.62,2.5,2.0,2.0,2.62,2.5,1.0,2.62,1.88,0.12,0.02,3390.0,2240.0,2190.0
51-6052,"Tailors, Dressmakers, and Custom Sewers",-0.4305268,0.15,0.0909090909090909,0.0681818181818181,-0.8525088043658883,Augmentation,2.0,100.0,0.0,-0.0350628627056756,2.62,3.0,3.0,2.0,1.88,2.75,2.62,1.0,3.0,2.5,0.15,0.05,14950.0,16290.0,13920.0
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,-0.8609312,0.21,0.1578947368421052,0.1184210526315789,-0.7456245594566342,Transformation,2.0,96.47999999999999,3.52,-0.10641383146251437,2.12,3.0,2.88,2.0,2.5,3.0,2.88,1.62,2.88,2.5,0.21,0.15,6650.0,5820.0,5310.0
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",-1.022949,0.17,0.1607142857142857,0.1428571428571428,-0.8947005209828452,Augmentation,2.0,97.07499999999999,2.925,-0.03972340050328016,2.5,3.0,2.88,2.0,2.12,3.12,2.75,1.0,3.0,2.62,0.17,0.04,9760.0,8960.0,9000.0
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",-1.241662,0.16,0.15625,0.125,-0.9991932538397278,Augmentation,2.0,98.905,1.095,-0.0970081712421178,2.0,3.0,2.88,2.12,1.88,3.12,2.75,1.12,2.88,2.38,0.16,0.03,15980.0,14530.0,13030.0
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",-1.392929,0.15,0.0857142857142857,0.0714285714285714,-1.1811692116789463,Augmentation,2.0,,,-0.0330295520887115,2.38,3.0,3.0,2.38,2.0,3.0,2.5,1.0,3.12,2.38,0.15,0.02,23550.0,20600.0,22020.0
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",-0.8596925,0.17,0.0689655172413793,0.0862068965517241,-0.9790963989288821,Augmentation,2.0,,,-0.05926293477118871,2.75,3.0,2.88,2.25,2.0,3.5,2.88,1.25,3.0,2.62,0.17,0.06,14520.0,14900.0,12850.0
51-6092,Fabric and Apparel Patternmakers,-0.0831096,0.17,0.46875,0.1875,-0.11536663118686341,Augmentation,3.0,,,0.05112744891267962,3.12,3.38,3.75,3.0,3.12,3.12,3.12,1.12,3.12,3.0,0.17,0.04,2670.0,2860.0,2950.0
51-6093,Upholsterers,-1.313735,0.18,0.1911764705882352,0.088235294117647,-0.9207062998937797,Transformation,2.0,,,-0.11544373698459276,3.0,3.0,3.5,2.75,2.5,3.0,3.12,1.25,3.0,2.62,0.18,0.09,25740.0,20990.0,20140.0
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",,0.13999999999999999,,,-1.1357580390526127,Augmentation,,,,-0.052785740124545066,,,,,,,,,,,0.13999999999999999,0.02,15080.0,14450.0,13530.0
51-7011,Cabinetmakers and Bench Carpenters,-1.327489,0.16,0.1176470588235294,0.0441176470588235,-1.0862080093295072,Augmentation,2.0,87.59,12.41,-0.06599159884894223,2.62,2.75,2.75,2.0,2.75,3.0,2.88,1.0,2.88,2.38,0.16,0.06,88460.0,79540.0,77170.0
51-7021,Furniture Finishers,-1.197727,0.16,0.0285714285714285,0.0714285714285714,-1.1777242967351984,Augmentation,2.0,,,0.003471027444601038,2.75,3.12,3.12,2.5,2.0,3.12,2.75,1.12,3.0,2.38,0.16,0.06,14380.0,14230.0,14480.0
51-7031,"Model Makers, Wood",-0.7278869,0.16,0.1538461538461538,0.1538461538461538,-0.8315718754647557,Augmentation,3.0,,,-0.3111050361728279,2.75,2.88,3.0,2.25,2.38,3.12,3.0,1.62,3.0,2.62,0.16,0.06,590.0,360.0,280.0
51-7032,"Patternmakers, Wood",-1.057897,0.16,0.2564102564102564,0.282051282051282,-0.7863970689717759,Augmentation,3.0,95.41499999999999,4.585,-0.08013378899220014,2.75,3.0,3.0,2.12,3.0,3.12,3.12,1.75,2.88,2.62,0.16,0.06,260.0,180.0,220.0
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",-1.165031,0.14,0.0588235294117647,0.0147058823529411,-1.1707225737765505,Augmentation,2.0,,,-0.03171712621617073,2.12,2.75,3.0,2.0,2.0,3.0,2.38,1.25,2.62,1.75,0.14,0.05,43570.0,43140.0,40850.0
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",-1.130357,0.22,0.0652173913043478,0.0326086956521739,-0.9508188036928908,Transformation,2.0,,,0.001386793503929562,2.5,2.88,3.0,2.25,2.38,3.12,2.75,1.5,3.0,1.88,0.22,0.16,61250.0,63350.0,61420.0
51-7099,"Woodworkers, All Other",,0.14,,,-1.1357580390526125,Augmentation,,,,-0.16265334222476513,,,,,,,,,,,0.14,0.01,7830.0,6590.0,5490.0
51-8011,Nuclear Power Reactor Operators,0.7705302,0.28,0.3181818181818182,0.1212121212121212,0.21454615490276163,Transformation,3.0,84.145,15.855,-0.054432856840815225,3.12,3.88,3.88,3.0,2.75,3.88,4.0,2.75,3.25,3.5,0.28,0.11,5760.0,5720.0,5150.0
51-8012,Power Distributors and Dispatchers,0.5012214,0.28,0.375,0.2499999999999999,0.21074173603231838,Transformation,3.0,97.33,2.67,-0.02918700250450157,3.0,3.62,3.62,2.75,2.75,3.62,3.62,1.88,3.5,3.12,0.28,0.11,9040.0,9180.0,8520.0
51-8013,Power Plant Operators,-0.3482779,0.28,0.15522875816993464,0.09144880174291936,-0.40493577098411615,Transformation,2.3333333333333335,98.72,1.28,-0.03507034729070768,2.9599999999999995,3.1233333333333335,3.5833333333333335,2.6666666666666665,2.5833333333333335,3.4166666666666665,3.1233333333333335,2.21,3.1666666666666665,3.0,0.28,0.11,31490.0,30720.0,29320.0
